fid,site_code,context_name,parent_context,parent_id,type,chron_orig,c_appr,typology,c_notes,site_name_brain,macro_context_name,site_id,source_type,source,bibliography,region,province,chronology_iccd,parent_chronology_iccd
"638",CLA75,Planting holes,Roma - Horti Lamiani (settlement),"637",micro,,"3",settlement,,Roma - Horti Lamiani,,"254",,,"Masi, A.,_Vignola, C.,_Lazzara, A.,_Moricca, C., Serlorenzi, M.,_ Ferrandes, A. F._2024_The first extensive study of an Imperial Roman Garden in the city of Rome: the Horti Lamiani_Vegetation History and Archaeobotany, 33(1)_111-120",Lazio,Roma,Età altoimperiale,Periodo Imperiale (Roma)
"639",CLA75,Filling deposits,Roma - Horti Lamiani (settlement),"637",micro,,"3",settlement,,Roma - Horti Lamiani,,"254",,,"Masi, A.,_Vignola, C.,_Lazzara, A.,_Moricca, C., Serlorenzi, M.,_ Ferrandes, A. F._2024_The first extensive study of an Imperial Roman Garden in the city of Rome: the Horti Lamiani_Vegetation History and Archaeobotany, 33(1)_111-120",Lazio,Roma,Età altoimperiale,Periodo Imperiale (Roma)
"640",CLA75,Plant pots,Roma - Horti Lamiani (settlement),"637",micro,,"3",settlement,,Roma - Horti Lamiani,,"254",,,"Masi, A.,_Vignola, C.,_Lazzara, A.,_Moricca, C., Serlorenzi, M.,_ Ferrandes, A. F._2024_The first extensive study of an Imperial Roman Garden in the city of Rome: the Horti Lamiani_Vegetation History and Archaeobotany, 33(1)_111-120",Lazio,Roma,Età altoimperiale,Periodo Imperiale (Roma)
"642",CLA76,Capanna protostorica di Fidene,,"641",micro,9th-8th century BC,"3",settlement,,Fidene,,"255",,,"Celant, A.,_De Santis, A._Merlo, R.,_De Grossi Mazzorin, J.,_1998_Fidene: una casa dell'Età del ferro. Mondadori Electa_1-47",Lazio,Roma,,Età del Ferro
"650",CLA81,undet. (Lago di Caterno),Lago di Caterno (underwater),"649",micro,Bronzo medio,"3",underwater,,Leopoli - Cencelle,,"260",,,"Costantini, L._2002_Italia centro-meridionale_Storia dell’agricoltura italiana, 1_221-233",Lazio,Viterbo,Età del Bronzo medio,Età del Bronzo
"675",CLA89,Context 517,Sant'Antonio - Cereveteri (sacred),"672",micro,6th-5th century BC,"3",sacred,,,,"836",,,"Izzet, V. E._2000_The Etruscan sanctuary at Cerveteri, Sant'Antonio: preliminary report of excavations 1995–8_Papers of the British School at Rome, 68_321-335",Lazio,Viterbo,Periodo Etrusco Arcaico,Periodo Etrusco
"676",CLA89,Context 552,Sant'Antonio - Cereveteri (sacred),"672",micro,6th-5th century BC,"3",sacred,,,,"836",,,"Izzet, V. E._2000_The Etruscan sanctuary at Cerveteri, Sant'Antonio: preliminary report of excavations 1995–8_Papers of the British School at Rome, 68_321-335",Lazio,Viterbo,Prima Repubblica (Roma),Periodo Repubblicano (Roma)
"677",CLA89,Context 521,Sant'Antonio - Cereveteri (sacred),"672",micro,6th-5th century BC,"3",sacred,,,,"836",,,"Izzet, V. E._2000_The Etruscan sanctuary at Cerveteri, Sant'Antonio: preliminary report of excavations 1995–8_Papers of the British School at Rome, 68_321-335",Lazio,Viterbo,Periodo Etrusco Arcaico,Periodo Etrusco
"682",CLA89,Context 835,Sant'Antonio - Cereveteri (funerary),"671",micro,6th-5th century BC,"3",funerary,,,,"836",,,"Izzet, V. E._2000_The Etruscan sanctuary at Cerveteri, Sant'Antonio: preliminary report of excavations 1995–8_Papers of the British School at Rome, 68_321-335",Lazio,Viterbo,Periodo Etrusco Arcaico,Periodo Etrusco
"683",CLA89,Context 151,Sant'Antonio - Cereveteri (sacred),"672",micro,6th-5th century BC,"3",sacred,,,,"836",,,"Izzet, V. E._2000_The Etruscan sanctuary at Cerveteri, Sant'Antonio: preliminary report of excavations 1995–8_Papers of the British School at Rome, 68_321-335",Lazio,Viterbo,Periodo Etrusco Arcaico,Periodo Etrusco
"684",CLA89,Context 536,Sant'Antonio - Cereveteri (sacred),"672",micro,6th-5th century BC,"3",sacred,,,,"836",,,"Izzet, V. E._2000_The Etruscan sanctuary at Cerveteri, Sant'Antonio: preliminary report of excavations 1995–8_Papers of the British School at Rome, 68_321-335",Lazio,Viterbo,Periodo Etrusco Arcaico,Periodo Etrusco
"687",CLA89,Context 568,Sant'Antonio - Cereveteri (sacred),"672",micro,6th-5th century BC,"3",sacred,,,,"836",,,"Izzet, V. E._2000_The Etruscan sanctuary at Cerveteri, Sant'Antonio: preliminary report of excavations 1995–8_Papers of the British School at Rome, 68_321-335",Lazio,Viterbo,Periodo Etrusco Arcaico,Periodo Etrusco
"693",CLA89,Context 803,Sant'Antonio - Cereveteri (sacred),"672",micro,6th-5th century BC,"3",sacred,,,,"836",,,"Izzet, V. E._2000_The Etruscan sanctuary at Cerveteri, Sant'Antonio: preliminary report of excavations 1995–8_Papers of the British School at Rome, 68_321-335",Lazio,Viterbo,Periodo Etrusco Arcaico,Periodo Etrusco
"699",CLA89,Context 809,Sant'Antonio - Cereveteri (sacred),"672",micro,6th-5th century BC,"3",sacred,,,,"836",,,"Izzet, V. E._2000_The Etruscan sanctuary at Cerveteri, Sant'Antonio: preliminary report of excavations 1995–8_Papers of the British School at Rome, 68_321-335",Lazio,Viterbo,Prima Repubblica (Roma),Periodo Repubblicano (Roma)
"702",CLA89,Context 508,Sant'Antonio - Cereveteri (sacred),"672",micro,6th-5th century BC,"3",sacred,,,,"836",,,"Izzet, V. E._2000_The Etruscan sanctuary at Cerveteri, Sant'Antonio: preliminary report of excavations 1995–8_Papers of the British School at Rome, 68_321-335",Lazio,Viterbo,Periodo Etrusco Arcaico,Periodo Etrusco
"704",CLA89,Context 516,Sant'Antonio - Cereveteri (sacred),"672",micro,6th-5th century BC,"3",sacred,,,,"836",,,"Izzet, V. E._2000_The Etruscan sanctuary at Cerveteri, Sant'Antonio: preliminary report of excavations 1995–8_Papers of the British School at Rome, 68_321-335",Lazio,Viterbo,Periodo Etrusco Arcaico,Periodo Etrusco
"707",CLA89,Context 845,Sant'Antonio - Cereveteri (sacred),"672",micro,6th-5th century BC,"3",sacred,,,,"836",,,"Izzet, V. E._2000_The Etruscan sanctuary at Cerveteri, Sant'Antonio: preliminary report of excavations 1995–8_Papers of the British School at Rome, 68_321-335",Lazio,Viterbo,Periodo Etrusco Arcaico,Periodo Etrusco
"736",CLA90,Sector III - undet. (Leopoli Cencelle),Leopoli - Cencelle (settlement),"731",micro,9th-15th century AD,"3",settlement,,,,"837",,,"Stasolla, F. R., Bougard, F., & Ermini, L. P. (2012). Leopoli-Cencelle: il quartiere sud-orientale. Fondazione Centro italiano di studi sull'alto Medioevo.",Lazio,Viterbo,,Medioevo
"752",CMA2,Saggio F - US 552,Madonna del Piano (settlement),"748",micro,epoca tardo romana/ alta medievale,"3",settlement,,Madonna del Piano,,"459",,,"Carra, M._2010_Il contributo dell’Archeobotanica: analisi paleocarpologica preliminare del saggio F_Archeologia nella Valle del Cesano da Suasa a Santa Maria in Portuno. Atti del Convegno per i venti anni di ricerche dell’Università di Bologna (Castelleone di Suasa, Corinaldo, San Lorenzo in Campo 18-19 Dicembre 2008)_Ante Quem_491-495",Marche,Ancona,"Alto Medioevo ; Età tardoimperiale","Medioevo ; Periodo Imperiale (Roma)"
"756",CMA2,Saggio F - US 525 ,Madonna del Piano (settlement),"748",micro,Età Romanica,"3",settlement,,Madonna del Piano,,"459",,,"Carra, M._2010_Il contributo dell’Archeobotanica: analisi paleocarpologica preliminare del saggio F_Archeologia nella Valle del Cesano da Suasa a Santa Maria in Portuno. Atti del Convegno per i venti anni di ricerche dell’Università di Bologna (Castelleone di Suasa, Corinaldo, San Lorenzo in Campo 18-19 Dicembre 2008)_Ante Quem_491-495 ; Kodýdková, K.,_Beneš, J.,_Komárková, V.,_Paclíková, K._2013_Pilot archaeobotanical analysis of the sediment the well 112 in Pyrgi, Santa Severa_Archaeologia mar",Marche,Ancona,Alto Medioevo,Medioevo
"757",CMA2,Saggio F - US 525A,Madonna del Piano (settlement),"748",micro,Età Romanica,"3",settlement,,Madonna del Piano,,"459",,,"Carra, M._2010_Il contributo dell’Archeobotanica: analisi paleocarpologica preliminare del saggio F_Archeologia nella Valle del Cesano da Suasa a Santa Maria in Portuno. Atti del Convegno per i venti anni di ricerche dell’Università di Bologna (Castelleone di Suasa, Corinaldo, San Lorenzo in Campo 18-19 Dicembre 2008)_Ante Quem_491-495",Marche,Ancona,Alto Medioevo,Medioevo
"758",CMA2,saggio F - US 525B,Madonna del Piano (settlement),"748",micro,Età Romanica,"3",settlement,,Madonna del Piano,,"459",,,"Carra, M._2010_Il contributo dell’Archeobotanica: analisi paleocarpologica preliminare del saggio F_Archeologia nella Valle del Cesano da Suasa a Santa Maria in Portuno. Atti del Convegno per i venti anni di ricerche dell’Università di Bologna (Castelleone di Suasa, Corinaldo, San Lorenzo in Campo 18-19 Dicembre 2008)_Ante Quem_491-495",Marche,Ancona,Alto Medioevo,Medioevo
"759",CMA2,saggio F - US 525C,Madonna del Piano (settlement),"748",micro,Età Romanica,"3",settlement,,Madonna del Piano,,"459",,,"Carra, M._2010_Il contributo dell’Archeobotanica: analisi paleocarpologica preliminare del saggio F_Archeologia nella Valle del Cesano da Suasa a Santa Maria in Portuno. Atti del Convegno per i venti anni di ricerche dell’Università di Bologna (Castelleone di Suasa, Corinaldo, San Lorenzo in Campo 18-19 Dicembre 2008)_Ante Quem_491-495",Marche,Ancona,Alto Medioevo,Medioevo
"772",CMA5,A8-CS2 - US303 (base),Monte Torto di Osimo (settlement),"770",micro,Abbandono dell'impianto di produzione di olio e vino(I sec d.C.),"3",settlement,productive function area,Monte Torto di Osimo,,"462",,,"Abbate Edlmann, M. L.,Giachi, G.,Mariotti, M._2001_I resti antracologici_Monte Torto di Osimo. L’impianto produttivo_Servizio Editoria della Soprintendenza Archeologica per le Marche_203-213 ; Abbate Edlmann, M. L.,_Giachi, G.,_Mariotti, M._2001_I resti antracologici_Monte Torto di Osimo. L’impianto produttivo_Servizio Editoria della Soprintendenza Archeologica per le Marche_203-213",Marche,Ancona,Età altoimperiale,Periodo Imperiale (Roma)
"773",CMA5,A7-US175c,Monte Torto di Osimo (settlement),"770",micro,Abbandono dell'impianto di produzione di olio e vino(I sec d.C.),"3",settlement,productive function area,Monte Torto di Osimo,,"462",,,"Abbate Edlmann, M. L.,Giachi, G.,Mariotti, M._2001_I resti antracologici_Monte Torto di Osimo. L’impianto produttivo_Servizio Editoria della Soprintendenza Archeologica per le Marche_203-213 ; Abbate Edlmann, M. L.,_Giachi, G.,_Mariotti, M._2001_I resti antracologici_Monte Torto di Osimo. L’impianto produttivo_Servizio Editoria della Soprintendenza Archeologica per le Marche_203-213",Marche,Ancona,Età altoimperiale,Periodo Imperiale (Roma)
"777",CMA5,A2??-ER1 - US202,Monte Torto di Osimo (settlement),"770",micro,Abbandono dell'impianto di produzione di olio e vino(I sec d.C.),"3",settlement,productive function area,Monte Torto di Osimo,,"462",,,"Abbate Edlmann, M. L.,Giachi, G.,Mariotti, M._2001_I resti antracologici_Monte Torto di Osimo. L’impianto produttivo_Servizio Editoria della Soprintendenza Archeologica per le Marche_203-213 ; Abbate Edlmann, M. L.,_Giachi, G.,_Mariotti, M._2001_I resti antracologici_Monte Torto di Osimo. L’impianto produttivo_Servizio Editoria della Soprintendenza Archeologica per le Marche_203-213",Marche,Ancona,Età altoimperiale,Periodo Imperiale (Roma)
"778",CMA5,A10-US287,Monte Torto di Osimo (settlement),"770",micro,IV fase di frequentazione (V sec d.C.),"3",settlement,storage area,Monte Torto di Osimo,,"462",,,"Abbate Edlmann, M. L.,Giachi, G.,Mariotti, M._2001_I resti antracologici_Monte Torto di Osimo. L’impianto produttivo_Servizio Editoria della Soprintendenza Archeologica per le Marche_203-213 ; Abbate Edlmann, M. L.,_Giachi, G.,_Mariotti, M._2001_I resti antracologici_Monte Torto di Osimo. L’impianto produttivo_Servizio Editoria della Soprintendenza Archeologica per le Marche_203-213",Marche,Ancona,,Tarda Antichità
"779",CMA5,A10-BT3 - US309,Monte Torto di Osimo (settlement),"770",micro,IV fase di frequentazione (V sec d.C.),"3",settlement,storage area,Monte Torto di Osimo,,"462",,,"Abbate Edlmann, M. L.,Giachi, G.,Mariotti, M._2001_I resti antracologici_Monte Torto di Osimo. L’impianto produttivo_Servizio Editoria della Soprintendenza Archeologica per le Marche_203-213 ; Abbate Edlmann, M. L.,_Giachi, G.,_Mariotti, M._2001_I resti antracologici_Monte Torto di Osimo. L’impianto produttivo_Servizio Editoria della Soprintendenza Archeologica per le Marche_203-213",Marche,Ancona,,Tarda Antichità
"791",CMO2,undet. (D85 - Santa Maria in Civita),Santa Maria in Civita (settlement),"790",micro,VI - VII sec d.C,"3",undet.,,D85 - Santa Maria in Civita,,"466",,,"Webley, D._ 1980_Excavations at D85 (Santa Maria in Civita): an early medieval hilltop settlement in Molise_Papers of the British School at Rome_48, 70-124",Molise,Campobasso,Alto Medioevo,Medioevo
"795",CMO2,Trench C - Deposit 93,Santa Maria in Civita (settlement),"790",micro,VI - VII sec d.C,"3",settlement,storage area,D85 - Santa Maria in Civita,,"466",,,"Van der Veen, M._1985_An early medieval hilltop settlement in Molise: the plant remains from D85_Papers of the British School at Rome, 53_211-224",Molise,Campobasso,Alto Medioevo,Medioevo
"796",CMO2,Trench C - Deposit 131,Santa Maria in Civita (settlement),"790",micro,VI - VII sec d.C,"3",settlement,storage area,D85 - Santa Maria in Civita,,"466",,,"Van der Veen, M._1985_An early medieval hilltop settlement in Molise: the plant remains from D85_Papers of the British School at Rome, 53_211-224",Molise,Campobasso,Alto Medioevo,Medioevo
"797",CMO2,Trench C - Deposit 133,Santa Maria in Civita (settlement),"790",micro,VI - VII sec d.C,"3",settlement,storage area,D85 - Santa Maria in Civita,,"466",,,"Van der Veen, M._1985_An early medieval hilltop settlement in Molise: the plant remains from D85_Papers of the British School at Rome, 53_211-224",Molise,Campobasso,Alto Medioevo,Medioevo
"800",CMO2,Trench D - Deposit 94,Santa Maria in Civita (settlement),"790",micro,VI - VII sec d.C,"3",settlement,storage area,D85 - Santa Maria in Civita,,"466",,,"Van der Veen, M._1985_An early medieval hilltop settlement in Molise: the plant remains from D85_Papers of the British School at Rome, 53_211-224",Molise,Campobasso,Alto Medioevo,Medioevo
"804",CMO2,Trench F - Deposit 99,Santa Maria in Civita (settlement),"790",micro,VI - VII sec d.C,"3",settlement,filling material,D85 - Santa Maria in Civita,,"466",,,"Van der Veen, M._1985_An early medieval hilltop settlement in Molise: the plant remains from D85_Papers of the British School at Rome, 53_211-224",Molise,Campobasso,Alto Medioevo,Medioevo
"805",CMO2,Trench F - Deposit 101,Santa Maria in Civita (settlement),"790",micro,VI - VII sec d.C,"3",settlement,filling material,D85 - Santa Maria in Civita,,"466",,,"Van der Veen, M._1985_An early medieval hilltop settlement in Molise: the plant remains from D85_Papers of the British School at Rome, 53_211-224",Molise,Campobasso,Alto Medioevo,Medioevo
"806",CMO2,Trench F - Deposit 105,Santa Maria in Civita (settlement),"790",micro,VI - VII sec d.C,"3",settlement,filling material,D85 - Santa Maria in Civita,,"466",,,"Van der Veen, M._1985_An early medieval hilltop settlement in Molise: the plant remains from D85_Papers of the British School at Rome, 53_211-224",Molise,Campobasso,Alto Medioevo,Medioevo
"807",CMO2,Trench F - Deposit 108,Santa Maria in Civita (settlement),"790",micro,VI - VII sec d.C,"3",settlement,filling material,D85 - Santa Maria in Civita,,"466",,,"Van der Veen, M._1985_An early medieval hilltop settlement in Molise: the plant remains from D85_Papers of the British School at Rome, 53_211-224",Molise,Campobasso,Alto Medioevo,Medioevo
"809",CMO3,Fondo del Fossato,Gerione (settlement),"101",micro,XI-XII sec d.C.,"3",settlement,,Gerione,,"467",,,"Carra, M._2010_Castello di Gerione: l’utilizzo delle risorse vegetali. Analisi dei macroresti prelevati nelle campagne di scavo 2008 e 2009_Castello di Gerione. Ricerche topografiche e scavi. Atlante tematico di Topografia Antica_159-174",Molise,Campobasso,Basso Medioevo,Medioevo
"840",CMO5,Pozzetto,San Vincenzo al Volturno (settlement),"839",micro,VIII - IX sec. d.C.,"3",settlement,filling material,San Vincenzo al Volturno,,"469",,,"Carannante A.,_De Rubeis, F.,_Marazzi, F._2008_Monasteri in Europa occidentale, secoli VIII-XI: topografia e strutture_Proceedings of the International Conference (Castel San Vincenzo, September 23rd–26th 2004, Vol. 95)_385-403",Molise,Isernia,Alto Medioevo,Medioevo
"844",CMO5,Scivolo,San Vincenzo al Volturno (settlement),"839",micro,VIII - IX sec. d.C.,"3",settlement,filling material,San Vincenzo al Volturno,,"469",,,"Carannante A.,_De Rubeis, F.,_Marazzi, F._2008_Monasteri in Europa occidentale, secoli VIII-XI: topografia e strutture_Proceedings of the International Conference (Castel San Vincenzo, September 23rd–26th 2004, Vol. 95)_385-403",Molise,Isernia,Alto Medioevo,Medioevo
"845",CMO5,undet. (San Vincenzo al Volturno),San Vincenzo al Volturno (settlement),"839",micro,IX - XI sec. d.C.,"3",undet.,,San Vincenzo al Volturno,,"469",,,"Carannante, A.,_Marazzi, F.,_Gobbi, A._2007_Il lavoro nella Regola. L'approvvigionamento alimentare e il cantiere edile a San Vincenzo al Volturno fra IX e XI secolo_QUADERNI DELLA RICERCA SCIENTIFICA, SERIE BENI CULTURALI 8_1-268",Molise,Isernia,,Medioevo
"858",CTO2,Votive Feature 1 and adjiacent beaten earth floor,Badia a Coltibuono - Cetamura (sacred),"857",micro,later part of II century BCE,"3",sacred,,Badia a Coltibuono - Cetamura,,"639",,,"Cottini, M._2009_Archaeobotanical analysis in Zone II. The Sanctuary of the Etruscan Artisans at Cetamura del Chianti_The Legacy of Alvaro Tracchi_175-87",Toscana,Arezzo,Periodo Tardo Repubblicano (Roma),Periodo Repubblicano (Roma)
"860",CTO2,Votive Features 2,Badia a Coltibuono - Cetamura (sacred),"857",micro,later part of II century BCE,"3",sacred,,Badia a Coltibuono - Cetamura,,"639",,,"Cottini, M._2009_Archaeobotanical analysis in Zone II. The Sanctuary of the Etruscan Artisans at Cetamura del Chianti_The Legacy of Alvaro Tracchi_175-87",Toscana,Arezzo,Periodo Tardo Repubblicano (Roma),Periodo Repubblicano (Roma)
"862",CTO2,Near Votive Features 4,Badia a Coltibuono - Cetamura (sacred),"857",micro,later part of II century BCE,"3",sacred,,Badia a Coltibuono - Cetamura,,"639",,,"Cottini, M._2009_Archaeobotanical analysis in Zone II. The Sanctuary of the Etruscan Artisans at Cetamura del Chianti_The Legacy of Alvaro Tracchi_175-87",Toscana,Arezzo,Periodo Tardo Repubblicano (Roma),Periodo Repubblicano (Roma)
"867",CTO3,Area B of the Bell Beaker settlement Olmi 1(Layer 8C),Sesto Fiorentino (settlement),"866",micro,,"3",settlement,,Sesto Fiorentino,,"640",,,"Carra, M._2006_Plant macroremains from Olmi 1 (Sesto Fiorentino, Florence). Preliminary study_Bell Beaker in Everyday Life. Proceedings of the 10th Meeting ‘‘Archéologie et Gobelets’’Held in Florence, Siena and Villanuova sul Chiusi_59-66",Toscana,Firenze,,da identificare
"868",CTO3,Area B of the Bell Beaker settlement Olmi 1(Layer 12A),Sesto Fiorentino (settlement),"866",micro,,"3",settlement,,Sesto Fiorentino,,"640",,,"Carra, M._2006_Plant macroremains from Olmi 1 (Sesto Fiorentino, Florence). Preliminary study_Bell Beaker in Everyday Life. Proceedings of the 10th Meeting ‘‘Archéologie et Gobelets’’Held in Florence, Siena and Villanuova sul Chiusi_59-66",Toscana,Firenze,Età del Bronzo antico,Età del Bronzo
"869",CTO3,Area B of the Bell Beaker settlement Olmi 1(Structure 1),Sesto Fiorentino (settlement),"866",micro,,"3",settlement,,Sesto Fiorentino,,"640",,,"Carra, M._2006_Plant macroremains from Olmi 1 (Sesto Fiorentino, Florence). Preliminary study_Bell Beaker in Everyday Life. Proceedings of the 10th Meeting ‘‘Archéologie et Gobelets’’Held in Florence, Siena and Villanuova sul Chiusi_59-66",Toscana,Firenze,Età del Bronzo antico,Età del Bronzo
"871",CTO3,Area B of the Bell Beaker settlement Olmi 1(Structure 3),Sesto Fiorentino (settlement),"866",micro,,"3",settlement,,Sesto Fiorentino,,"640",,,"Carra, M._2006_Plant macroremains from Olmi 1 (Sesto Fiorentino, Florence). Preliminary study_Bell Beaker in Everyday Life. Proceedings of the 10th Meeting ‘‘Archéologie et Gobelets’’Held in Florence, Siena and Villanuova sul Chiusi_59-66",Toscana,Firenze,Età del Bronzo antico,Età del Bronzo
"873",CTO5,L. 647(Pit 0),Firenze - Via de' Castellani (settlement),"872",micro,,"3",settlement,,Firenze - Via de' Castellani,,"642",,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227",Toscana,Firenze,Basso Medioevo,Medioevo
"874",CTO5,L. 649(Pit 1),Firenze - Via de' Castellani (settlement),"872",micro,V-VI sec.,"3",settlement,,Firenze - Via de' Castellani,,"642",,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227",Toscana,Firenze,Basso Medioevo,Medioevo
"875",CTO5,L. 632(Pit 1),Firenze - Via de' Castellani (settlement),"872",micro,V-VI sec.,"3",settlement,,Firenze - Via de' Castellani,,"642",,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227",Toscana,Firenze,Basso Medioevo,Medioevo
"876",CTO5,L. 645(Pit 2),Firenze - Via de' Castellani (settlement),"872",micro,,"3",settlement,,Firenze - Via de' Castellani,,"642",,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227",Toscana,Firenze,Basso Medioevo,Medioevo
"877",CTO5,L. 641(Pit 2),Firenze - Via de' Castellani (settlement),"872",micro,,"3",settlement,,Firenze - Via de' Castellani,,"642",,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227",Toscana,Firenze,Basso Medioevo,Medioevo
"878",CTO5,L. 633(Dumping ground),Firenze - Via de' Castellani (settlement),"872",micro,14th century,"3",settlement,,Firenze - Via de' Castellani,,"642",,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227",Toscana,Firenze,Basso Medioevo,Medioevo
"880",CTO6,Circular Pit(SLG1),Firenze (settlement),"879",micro,Middle Bronze Age,"3",settlement,,Firenze,,"643",,,"Lippi, M. M.,_Bellini, C.,_Secci, M. M.,_Gonnelli, T_2009_Comparing seeds/fruits and pollen from a Middle Bronze Age pit in Florence (Italy)_Journal of Archaeological Science, 36(5)_1135-1141 ; Lippi, M. M.,_Bellini, C.,_Secci, M. M.,_Gonnelli, T_2009_Comparing seeds/fruits and pollen from a Middle Bronze Age pit in Florence (Italy)_Journal of Archaeological Science, 36(5)_1135-1141 Mariotti Lippi, M.,_Bellini, C.,_Gonnelli, T.,_Secci, M.M.,_Pallecchi, P.,_2012_From ceuntryside to city: archaeob",Toscana,Firenze,Età del Bronzo medio,Età del Bronzo
"881",CTO6,Circular Pit(SLG2),Firenze (settlement),"879",micro,Middle Bronze Age,"3",settlement,,Firenze,,"643",,,"Lippi, M. M.,_Bellini, C.,_Secci, M. M.,_Gonnelli, T_2009_Comparing seeds/fruits and pollen from a Middle Bronze Age pit in Florence (Italy)_Journal of Archaeological Science, 36(5)_1135-1141 Mariotti Lippi, M.,_Bellini, C.,_Gonnelli, T.,_Secci, M.M.,_Pallecchi, P.,_2012_From ceuntryside to city: archaeobotanical analyses in Florence (Italy) since its origin to the Middle Ages_Japanese Journal of Palynelogy, 58 (Special Issue)_140Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M._2010_Palaeovegetat",Toscana,Firenze,Età del Bronzo medio,Età del Bronzo
"953",CTO10,Etruscan Farmhouse (Room D-US 268/D-Area A),Poggio Tondo - Pian d'Alma (settlement),"900",micro,VI century BC,"3",settlement,,Poggio Tondo - Pian d'Alma,,"647",,,"Mariotti, M.,_Di Tommaso, P. L.,_Giachi, G.,_Mori Secci, M.,_Paci, S._2003_Archaeobotanical investigations into an Etruscan farmhouse at Pian d’Alma (Grosseto, Italy)_Atti Della Società Toscana Di Scienze Naturali Residente In Pisa. Memorie. Serie B, 109_159-165",Toscana,Grosseto,Periodo Etrusco Arcaico,Periodo Etrusco
"954",CTO11,US 10055,Podere Marzuolo (settlement),"105",micro,Phase 2(50-70 AD),"3",settlement,,Podere Marzuolo,,"648",,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336",Toscana,Grosseto,Età altoimperiale,Periodo Imperiale (Roma)
"957",CTO11,US 11032,Podere Marzuolo (settlement),"105",micro,Phase 3(Late II- early III century AD),"3",settlement,,Podere Marzuolo,,"648",,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336",Toscana,Grosseto,Età altoimperiale,Periodo Imperiale (Roma)
"958",CTO11,US 11012,Podere Marzuolo (settlement),"105",micro,Phase 1(30-10 BC),"3",settlement,,Podere Marzuolo,,"648",,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336",Toscana,Grosseto,Periodo Tardo Repubblicano (Roma),Periodo Repubblicano (Roma)
"959",CTO11,US 11040,Podere Marzuolo (settlement),"105",micro,Phase 1(30-10 BC),"3",settlement,,Podere Marzuolo,,"648",,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336",Toscana,Grosseto,Periodo Tardo Repubblicano (Roma),Periodo Repubblicano (Roma)
"962",CTO11,US 10003,Podere Marzuolo (settlement),"105",micro,Phase 2(50-70 AD),"3",settlement,,Podere Marzuolo,,"648",,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336",Toscana,Grosseto,Età altoimperiale,Periodo Imperiale (Roma)
"963",CTO11,US 10012,Podere Marzuolo (settlement),"105",micro,Phase 2(50-70 AD),"3",settlement,,Podere Marzuolo,,"648",,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336",Toscana,Grosseto,Età altoimperiale,Periodo Imperiale (Roma)
